2019-12-02 00:00:00 Launching analysis for BacktestingAlgorithm.py with LEAN Engine v2.5.0.0
2023-08-18 16:00:00 No data available for TSLA at this time.
2023-08-18 16:00:00 No data available for JNJ at this time.
2023-08-18 16:00:00 No data available for PG at this time.
2023-08-21 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-21 16:00:00 No data available for MSFT at this time.
2023-08-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-21 16:00:00 No data available for AMZN at this time.
2023-08-21 16:00:00 No data available for TSLA at this time.
2023-08-21 16:00:00 No data available for JNJ at this time.
2023-08-21 16:00:00 No data available for PG at this time.
2023-08-22 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-22 16:00:00 No data available for MSFT at this time.
2023-08-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-22 16:00:00 No data available for AMZN at this time.
2023-08-22 16:00:00 No data available for TSLA at this time.
2023-08-22 16:00:00 No data available for JNJ at this time.
2023-08-22 16:00:00 No data available for PG at this time.
2023-08-23 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-23 16:00:00 No data available for MSFT at this time.
2023-08-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-23 16:00:00 No data available for AMZN at this time.
2023-08-23 16:00:00 No data available for TSLA at this time.
2023-08-23 16:00:00 No data available for JNJ at this time.
2023-08-23 16:00:00 No data available for PG at this time.
2023-08-24 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-24 16:00:00 No data available for MSFT at this time.
2023-08-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-24 16:00:00 No data available for AMZN at this time.
2023-08-24 16:00:00 No data available for TSLA at this time.
2023-08-24 16:00:00 No data available for JNJ at this time.
2023-08-24 16:00:00 No data available for PG at this time.
2023-08-25 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-25 16:00:00 No data available for MSFT at this time.
2023-08-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-25 16:00:00 No data available for AMZN at this time.
2023-08-25 16:00:00 No data available for TSLA at this time.
2023-08-25 16:00:00 No data available for JNJ at this time.
2023-08-25 16:00:00 No data available for PG at this time.
2023-08-28 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-28 16:00:00 No data available for MSFT at this time.
2023-08-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-28 16:00:00 No data available for AMZN at this time.
2023-08-28 16:00:00 No data available for TSLA at this time.
2023-08-28 16:00:00 No data available for JNJ at this time.
2023-08-28 16:00:00 No data available for PG at this time.
2023-08-29 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-29 16:00:00 No data available for MSFT at this time.
2023-08-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-29 16:00:00 No data available for AMZN at this time.
2023-08-29 16:00:00 No data available for TSLA at this time.
2023-08-29 16:00:00 No data available for JNJ at this time.
2023-08-29 16:00:00 No data available for PG at this time.
2023-08-30 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-30 16:00:00 No data available for MSFT at this time.
2023-08-30 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-30 16:00:00 No data available for AMZN at this time.
2023-08-30 16:00:00 No data available for TSLA at this time.
2023-08-30 16:00:00 No data available for JNJ at this time.
2023-08-30 16:00:00 No data available for PG at this time.
2023-08-31 16:00:00 Received data for AAPL: Close Price = 122.15
2023-08-31 16:00:00 No data available for MSFT at this time.
2023-08-31 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-08-31 16:00:00 No data available for AMZN at this time.
2023-08-31 16:00:00 No data available for TSLA at this time.
2023-08-31 16:00:00 No data available for JNJ at this time.
2023-08-31 16:00:00 No data available for PG at this time.
2023-09-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2023-09-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2023-09-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2023-09-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2023-09-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2023-09-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2023-09-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2023-09-01 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-01 16:00:00 No data available for MSFT at this time.
2023-09-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-01 16:00:00 No data available for AMZN at this time.
2023-09-01 16:00:00 No data available for TSLA at this time.
2023-09-01 16:00:00 No data available for JNJ at this time.
2023-09-01 16:00:00 No data available for PG at this time.
2023-09-05 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-05 16:00:00 No data available for MSFT at this time.
2023-09-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-05 16:00:00 No data available for AMZN at this time.
2023-09-05 16:00:00 No data available for TSLA at this time.
2023-09-05 16:00:00 No data available for JNJ at this time.
2023-09-05 16:00:00 No data available for PG at this time.
2023-09-06 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-06 16:00:00 No data available for MSFT at this time.
2023-09-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-06 16:00:00 No data available for AMZN at this time.
2023-09-06 16:00:00 No data available for TSLA at this time.
2023-09-06 16:00:00 No data available for JNJ at this time.
2023-09-06 16:00:00 No data available for PG at this time.
2023-09-07 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-07 16:00:00 No data available for MSFT at this time.
2023-09-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-07 16:00:00 No data available for AMZN at this time.
2023-09-07 16:00:00 No data available for TSLA at this time.
2023-09-07 16:00:00 No data available for JNJ at this time.
2023-09-07 16:00:00 No data available for PG at this time.
2023-09-08 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-08 16:00:00 No data available for MSFT at this time.
2023-09-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-08 16:00:00 No data available for AMZN at this time.
2023-09-08 16:00:00 No data available for TSLA at this time.
2023-09-08 16:00:00 No data available for JNJ at this time.
2023-09-08 16:00:00 No data available for PG at this time.
2023-09-11 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-11 16:00:00 No data available for MSFT at this time.
2023-09-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-11 16:00:00 No data available for AMZN at this time.
2023-09-11 16:00:00 No data available for TSLA at this time.
2023-09-11 16:00:00 No data available for JNJ at this time.
2023-09-11 16:00:00 No data available for PG at this time.
2023-09-12 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-12 16:00:00 No data available for MSFT at this time.
2023-09-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-12 16:00:00 No data available for AMZN at this time.
2023-09-12 16:00:00 No data available for TSLA at this time.
2023-09-12 16:00:00 No data available for JNJ at this time.
2023-09-12 16:00:00 No data available for PG at this time.
2023-09-13 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-13 16:00:00 No data available for MSFT at this time.
2023-09-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-13 16:00:00 No data available for AMZN at this time.
2023-09-13 16:00:00 No data available for TSLA at this time.
2023-09-13 16:00:00 No data available for JNJ at this time.
2023-09-13 16:00:00 No data available for PG at this time.
2023-09-14 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-14 16:00:00 No data available for MSFT at this time.
2023-09-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-14 16:00:00 No data available for AMZN at this time.
2023-09-14 16:00:00 No data available for TSLA at this time.
2023-09-14 16:00:00 No data available for JNJ at this time.
2023-09-14 16:00:00 No data available for PG at this time.
2023-09-15 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-15 16:00:00 No data available for MSFT at this time.
2023-09-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-15 16:00:00 No data available for AMZN at this time.
2023-09-15 16:00:00 No data available for TSLA at this time.
2023-09-15 16:00:00 No data available for JNJ at this time.
2023-09-15 16:00:00 No data available for PG at this time.
2023-09-18 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-18 16:00:00 No data available for MSFT at this time.
2023-09-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-18 16:00:00 No data available for AMZN at this time.
2023-09-18 16:00:00 No data available for TSLA at this time.
2023-09-18 16:00:00 No data available for JNJ at this time.
2023-09-18 16:00:00 No data available for PG at this time.
2023-09-19 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-19 16:00:00 No data available for MSFT at this time.
2023-09-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-19 16:00:00 No data available for AMZN at this time.
2023-09-19 16:00:00 No data available for TSLA at this time.
2023-09-19 16:00:00 No data available for JNJ at this time.
2023-09-19 16:00:00 No data available for PG at this time.
2023-09-20 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-20 16:00:00 No data available for MSFT at this time.
2023-09-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-20 16:00:00 No data available for AMZN at this time.
2023-09-20 16:00:00 No data available for TSLA at this time.
2023-09-20 16:00:00 No data available for JNJ at this time.
2023-09-20 16:00:00 No data available for PG at this time.
2023-09-21 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-21 16:00:00 No data available for MSFT at this time.
2023-09-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-21 16:00:00 No data available for AMZN at this time.
2023-09-21 16:00:00 No data available for TSLA at this time.
2023-09-21 16:00:00 No data available for JNJ at this time.
2023-09-21 16:00:00 No data available for PG at this time.
2023-09-22 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-22 16:00:00 No data available for MSFT at this time.
2023-09-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-22 16:00:00 No data available for AMZN at this time.
2023-09-22 16:00:00 No data available for TSLA at this time.
2023-09-22 16:00:00 No data available for JNJ at this time.
2023-09-22 16:00:00 No data available for PG at this time.
2023-09-25 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-25 16:00:00 No data available for MSFT at this time.
2023-09-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-25 16:00:00 No data available for AMZN at this time.
2023-09-25 16:00:00 No data available for TSLA at this time.
2023-09-25 16:00:00 No data available for JNJ at this time.
2023-09-25 16:00:00 No data available for PG at this time.
2023-09-26 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-26 16:00:00 No data available for MSFT at this time.
2023-09-26 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-26 16:00:00 No data available for AMZN at this time.
2023-09-26 16:00:00 No data available for TSLA at this time.
2023-09-26 16:00:00 No data available for JNJ at this time.
2023-09-26 16:00:00 No data available for PG at this time.
2023-09-27 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-27 16:00:00 No data available for MSFT at this time.
2023-09-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-27 16:00:00 No data available for AMZN at this time.
2023-09-27 16:00:00 No data available for TSLA at this time.
2023-09-27 16:00:00 No data available for JNJ at this time.
2023-09-27 16:00:00 No data available for PG at this time.
2023-09-28 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-28 16:00:00 No data available for MSFT at this time.
2023-09-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-28 16:00:00 No data available for AMZN at this time.
2023-09-28 16:00:00 No data available for TSLA at this time.
2023-09-28 16:00:00 No data available for JNJ at this time.
2023-09-28 16:00:00 No data available for PG at this time.
2023-09-29 16:00:00 Received data for AAPL: Close Price = 122.15
2023-09-29 16:00:00 No data available for MSFT at this time.
2023-09-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-09-29 16:00:00 No data available for AMZN at this time.
2023-09-29 16:00:00 No data available for TSLA at this time.
2023-09-29 16:00:00 No data available for JNJ at this time.
2023-09-29 16:00:00 No data available for PG at this time.
2023-10-02 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-02 16:00:00 No data available for MSFT at this time.
2023-10-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-02 16:00:00 No data available for AMZN at this time.
2023-10-02 16:00:00 No data available for TSLA at this time.
2023-10-02 16:00:00 No data available for JNJ at this time.
2023-10-02 16:00:00 No data available for PG at this time.
2023-10-03 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-03 16:00:00 No data available for MSFT at this time.
2023-10-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-03 16:00:00 No data available for AMZN at this time.
2023-10-03 16:00:00 No data available for TSLA at this time.
2023-10-03 16:00:00 No data available for JNJ at this time.
2023-10-03 16:00:00 No data available for PG at this time.
2023-10-04 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-04 16:00:00 No data available for MSFT at this time.
2023-10-04 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-04 16:00:00 No data available for AMZN at this time.
2023-10-04 16:00:00 No data available for TSLA at this time.
2023-10-04 16:00:00 No data available for JNJ at this time.
2023-10-04 16:00:00 No data available for PG at this time.
2023-10-05 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-05 16:00:00 No data available for MSFT at this time.
2023-10-05 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-05 16:00:00 No data available for AMZN at this time.
2023-10-05 16:00:00 No data available for TSLA at this time.
2023-10-05 16:00:00 No data available for JNJ at this time.
2023-10-05 16:00:00 No data available for PG at this time.
2023-10-06 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-06 16:00:00 No data available for MSFT at this time.
2023-10-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-06 16:00:00 No data available for AMZN at this time.
2023-10-06 16:00:00 No data available for TSLA at this time.
2023-10-06 16:00:00 No data available for JNJ at this time.
2023-10-06 16:00:00 No data available for PG at this time.
2023-10-09 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-09 16:00:00 No data available for MSFT at this time.
2023-10-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-09 16:00:00 No data available for AMZN at this time.
2023-10-09 16:00:00 No data available for TSLA at this time.
2023-10-09 16:00:00 No data available for JNJ at this time.
2023-10-09 16:00:00 No data available for PG at this time.
2023-10-10 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-10 16:00:00 No data available for MSFT at this time.
2023-10-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-10 16:00:00 No data available for AMZN at this time.
2023-10-10 16:00:00 No data available for TSLA at this time.
2023-10-10 16:00:00 No data available for JNJ at this time.
2023-10-10 16:00:00 No data available for PG at this time.
2023-10-11 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-11 16:00:00 No data available for MSFT at this time.
2023-10-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-11 16:00:00 No data available for AMZN at this time.
2023-10-11 16:00:00 No data available for TSLA at this time.
2023-10-11 16:00:00 No data available for JNJ at this time.
2023-10-11 16:00:00 No data available for PG at this time.
2023-10-12 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-12 16:00:00 No data available for MSFT at this time.
2023-10-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-12 16:00:00 No data available for AMZN at this time.
2023-10-12 16:00:00 No data available for TSLA at this time.
2023-10-12 16:00:00 No data available for JNJ at this time.
2023-10-12 16:00:00 No data available for PG at this time.
2023-10-13 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-13 16:00:00 No data available for MSFT at this time.
2023-10-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-13 16:00:00 No data available for AMZN at this time.
2023-10-13 16:00:00 No data available for TSLA at this time.
2023-10-13 16:00:00 No data available for JNJ at this time.
2023-10-13 16:00:00 No data available for PG at this time.
2023-10-16 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-16 16:00:00 No data available for MSFT at this time.
2023-10-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-16 16:00:00 No data available for AMZN at this time.
2023-10-16 16:00:00 No data available for TSLA at this time.
2023-10-16 16:00:00 No data available for JNJ at this time.
2023-10-16 16:00:00 No data available for PG at this time.
2023-10-17 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-17 16:00:00 No data available for MSFT at this time.
2023-10-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-17 16:00:00 No data available for AMZN at this time.
2023-10-17 16:00:00 No data available for TSLA at this time.
2023-10-17 16:00:00 No data available for JNJ at this time.
2023-10-17 16:00:00 No data available for PG at this time.
2023-10-18 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-18 16:00:00 No data available for MSFT at this time.
2023-10-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-18 16:00:00 No data available for AMZN at this time.
2023-10-18 16:00:00 No data available for TSLA at this time.
2023-10-18 16:00:00 No data available for JNJ at this time.
2023-10-18 16:00:00 No data available for PG at this time.
2023-10-19 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-19 16:00:00 No data available for MSFT at this time.
2023-10-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-19 16:00:00 No data available for AMZN at this time.
2023-10-19 16:00:00 No data available for TSLA at this time.
2023-10-19 16:00:00 No data available for JNJ at this time.
2023-10-19 16:00:00 No data available for PG at this time.
2023-10-20 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-20 16:00:00 No data available for MSFT at this time.
2023-10-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-20 16:00:00 No data available for AMZN at this time.
2023-10-20 16:00:00 No data available for TSLA at this time.
2023-10-20 16:00:00 No data available for JNJ at this time.
2023-10-20 16:00:00 No data available for PG at this time.
2023-10-23 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-23 16:00:00 No data available for MSFT at this time.
2023-10-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-23 16:00:00 No data available for AMZN at this time.
2023-10-23 16:00:00 No data available for TSLA at this time.
2023-10-23 16:00:00 No data available for JNJ at this time.
2023-10-23 16:00:00 No data available for PG at this time.
2023-10-24 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-24 16:00:00 No data available for MSFT at this time.
2023-10-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-24 16:00:00 No data available for AMZN at this time.
2023-10-24 16:00:00 No data available for TSLA at this time.
2023-10-24 16:00:00 No data available for JNJ at this time.
2023-10-24 16:00:00 No data available for PG at this time.
2023-10-25 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-25 16:00:00 No data available for MSFT at this time.
2023-10-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-25 16:00:00 No data available for AMZN at this time.
2023-10-25 16:00:00 No data available for TSLA at this time.
2023-10-25 16:00:00 No data available for JNJ at this time.
2023-10-25 16:00:00 No data available for PG at this time.
2023-10-26 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-26 16:00:00 No data available for MSFT at this time.
2023-10-26 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-26 16:00:00 No data available for AMZN at this time.
2023-10-26 16:00:00 No data available for TSLA at this time.
2023-10-26 16:00:00 No data available for JNJ at this time.
2023-10-26 16:00:00 No data available for PG at this time.
2023-10-27 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-27 16:00:00 No data available for MSFT at this time.
2023-10-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-27 16:00:00 No data available for AMZN at this time.
2023-10-27 16:00:00 No data available for TSLA at this time.
2023-10-27 16:00:00 No data available for JNJ at this time.
2023-10-27 16:00:00 No data available for PG at this time.
2023-10-30 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-30 16:00:00 No data available for MSFT at this time.
2023-10-30 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-30 16:00:00 No data available for AMZN at this time.
2023-10-30 16:00:00 No data available for TSLA at this time.
2023-10-30 16:00:00 No data available for JNJ at this time.
2023-10-30 16:00:00 No data available for PG at this time.
2023-10-31 16:00:00 Received data for AAPL: Close Price = 122.15
2023-10-31 16:00:00 No data available for MSFT at this time.
2023-10-31 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-10-31 16:00:00 No data available for AMZN at this time.
2023-10-31 16:00:00 No data available for TSLA at this time.
2023-10-31 16:00:00 No data available for JNJ at this time.
2023-10-31 16:00:00 No data available for PG at this time.
2023-11-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2023-11-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2023-11-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2023-11-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2023-11-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2023-11-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2023-11-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2023-11-01 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-01 16:00:00 No data available for MSFT at this time.
2023-11-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-01 16:00:00 No data available for AMZN at this time.
2023-11-01 16:00:00 No data available for TSLA at this time.
2023-11-01 16:00:00 No data available for JNJ at this time.
2023-11-01 16:00:00 No data available for PG at this time.
2023-11-02 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-02 16:00:00 No data available for MSFT at this time.
2023-11-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-02 16:00:00 No data available for AMZN at this time.
2023-11-02 16:00:00 No data available for TSLA at this time.
2023-11-02 16:00:00 No data available for JNJ at this time.
2023-11-02 16:00:00 No data available for PG at this time.
2023-11-03 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-03 16:00:00 No data available for MSFT at this time.
2023-11-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-03 16:00:00 No data available for AMZN at this time.
2023-11-03 16:00:00 No data available for TSLA at this time.
2023-11-03 16:00:00 No data available for JNJ at this time.
2023-11-03 16:00:00 No data available for PG at this time.
2023-11-06 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-06 16:00:00 No data available for MSFT at this time.
2023-11-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-06 16:00:00 No data available for AMZN at this time.
2023-11-06 16:00:00 No data available for TSLA at this time.
2023-11-06 16:00:00 No data available for JNJ at this time.
2023-11-06 16:00:00 No data available for PG at this time.
2023-11-07 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-07 16:00:00 No data available for MSFT at this time.
2023-11-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-07 16:00:00 No data available for AMZN at this time.
2023-11-07 16:00:00 No data available for TSLA at this time.
2023-11-07 16:00:00 No data available for JNJ at this time.
2023-11-07 16:00:00 No data available for PG at this time.
2023-11-08 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-08 16:00:00 No data available for MSFT at this time.
2023-11-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-08 16:00:00 No data available for AMZN at this time.
2023-11-08 16:00:00 No data available for TSLA at this time.
2023-11-08 16:00:00 No data available for JNJ at this time.
2023-11-08 16:00:00 No data available for PG at this time.
2023-11-09 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-09 16:00:00 No data available for MSFT at this time.
2023-11-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-09 16:00:00 No data available for AMZN at this time.
2023-11-09 16:00:00 No data available for TSLA at this time.
2023-11-09 16:00:00 No data available for JNJ at this time.
2023-11-09 16:00:00 No data available for PG at this time.
2023-11-10 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-10 16:00:00 No data available for MSFT at this time.
2023-11-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-10 16:00:00 No data available for AMZN at this time.
2023-11-10 16:00:00 No data available for TSLA at this time.
2023-11-10 16:00:00 No data available for JNJ at this time.
2023-11-10 16:00:00 No data available for PG at this time.
2023-11-13 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-13 16:00:00 No data available for MSFT at this time.
2023-11-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-13 16:00:00 No data available for AMZN at this time.
2023-11-13 16:00:00 No data available for TSLA at this time.
2023-11-13 16:00:00 No data available for JNJ at this time.
2023-11-13 16:00:00 No data available for PG at this time.
2023-11-14 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-14 16:00:00 No data available for MSFT at this time.
2023-11-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-14 16:00:00 No data available for AMZN at this time.
2023-11-14 16:00:00 No data available for TSLA at this time.
2023-11-14 16:00:00 No data available for JNJ at this time.
2023-11-14 16:00:00 No data available for PG at this time.
2023-11-15 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-15 16:00:00 No data available for MSFT at this time.
2023-11-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-15 16:00:00 No data available for AMZN at this time.
2023-11-15 16:00:00 No data available for TSLA at this time.
2023-11-15 16:00:00 No data available for JNJ at this time.
2023-11-15 16:00:00 No data available for PG at this time.
2023-11-16 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-16 16:00:00 No data available for MSFT at this time.
2023-11-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-16 16:00:00 No data available for AMZN at this time.
2023-11-16 16:00:00 No data available for TSLA at this time.
2023-11-16 16:00:00 No data available for JNJ at this time.
2023-11-16 16:00:00 No data available for PG at this time.
2023-11-17 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-17 16:00:00 No data available for MSFT at this time.
2023-11-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-17 16:00:00 No data available for AMZN at this time.
2023-11-17 16:00:00 No data available for TSLA at this time.
2023-11-17 16:00:00 No data available for JNJ at this time.
2023-11-17 16:00:00 No data available for PG at this time.
2023-11-20 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-20 16:00:00 No data available for MSFT at this time.
2023-11-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-20 16:00:00 No data available for AMZN at this time.
2023-11-20 16:00:00 No data available for TSLA at this time.
2023-11-20 16:00:00 No data available for JNJ at this time.
2023-11-20 16:00:00 No data available for PG at this time.
2023-11-21 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-21 16:00:00 No data available for MSFT at this time.
2023-11-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-21 16:00:00 No data available for AMZN at this time.
2023-11-21 16:00:00 No data available for TSLA at this time.
2023-11-21 16:00:00 No data available for JNJ at this time.
2023-11-21 16:00:00 No data available for PG at this time.
2023-11-22 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-22 16:00:00 No data available for MSFT at this time.
2023-11-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-22 16:00:00 No data available for AMZN at this time.
2023-11-22 16:00:00 No data available for TSLA at this time.
2023-11-22 16:00:00 No data available for JNJ at this time.
2023-11-22 16:00:00 No data available for PG at this time.
2023-11-24 13:00:00 Received data for AAPL: Close Price = 122.15
2023-11-24 13:00:00 No data available for MSFT at this time.
2023-11-24 13:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-24 13:00:00 No data available for AMZN at this time.
2023-11-24 13:00:00 No data available for TSLA at this time.
2023-11-24 13:00:00 No data available for JNJ at this time.
2023-11-24 13:00:00 No data available for PG at this time.
2023-11-27 16:00:00 Received data for AAPL: Close Price = 122.15
2023-11-27 16:00:00 No data available for MSFT at this time.
2023-11-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2023-11-27 16:00:00 No data available for AMZN at this time.
2023-11-27 16:00:00 No data available for TSLA at this time.
2023-11-27 16:00:00 No data available for JNJ at this time.
